bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	amount	analyte_type	analyte_type_id	bcr_analyte_uuid	concentration	gel_image_file	normal_tumor_genotype_match	pcr_amplification_successful	spectrophotometer_method	well_number	ratio_28s_18s	rinvalue
TCGA-06-0151-01A	TCGA-06-0151-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	cdb146ff-be14-4848-bac6-c4cc2e4ce562	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0151-10A	TCGA-06-0151-10A-01D	1.86	0 uL	DNA	D	8bbc6177-cb2a-4190-9de3-268ce77aa0dd	.209 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0151-10A	TCGA-06-0151-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	716c81f3-22f0-4173-9c77-521c1218569a	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0165-01A	TCGA-06-0165-01A-01D	1.9	0 uL	DNA	D	e5e02cc7-d5c9-46cd-a011-57e15099f7c8	.167 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0165-01A	TCGA-06-0165-01A-01R	1.78	[Not Applicable]	RNA	R	b751c373-4960-4af9-8672-0ce78d9c3812	.043 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	.8	7.7
TCGA-06-0165-01A	TCGA-06-0165-01A-01T	[Pending]	0 uL	Total RNA	T	584f0350-2273-4000-992c-db3a24d1aad2	0 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0165-01A	TCGA-06-0165-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	b46d501e-ab88-4da9-b562-8404c1757161	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0165-10A	TCGA-06-0165-10A-01D	1.88	0 uL	DNA	D	501b297f-8c36-4426-bd5f-c9b9767aeda0	.104 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0165-10A	TCGA-06-0165-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	346a8454-364a-46aa-b149-472c2177f547	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0159-01A	TCGA-06-0159-01A-01D	1.89	19.700000000000003 uL	DNA	D	a7f1e5d2-2a26-427b-ae06-8605c68c8395	.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0159-01A	TCGA-06-0159-01A-01R	1.8	[Not Applicable]	RNA	R	432855cd-d42c-442c-907d-a965def67db0	.040 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.2	7.5
TCGA-06-0159-01A	TCGA-06-0159-01A-01T	[Pending]	[Not Applicable]	Total RNA	T	02cece9b-d678-4efd-bbe5-aaed34b11a09	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0159-01A	TCGA-06-0159-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	57fba121-fcd9-426f-993e-729b747d1108	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0159-10A	TCGA-06-0159-10A-01D	1.82	128 uL	DNA	D	5b755d14-b58c-44aa-901c-f9b7add56c16	.164 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0159-10A	TCGA-06-0159-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	ae9aafab-ede4-4ccc-bf5e-1c69f1628250	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0178-01A	TCGA-06-0178-01A-01D	1.90	156.7 uL	DNA	D	64c19424-a013-4ad5-8ab2-de340f96e40b	0.146 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0178-01A	TCGA-06-0178-01A-01R	1.81	15.900000000000006 uL	RNA	R	fce1d531-1fdc-43a1-b022-8aeb09fb3a00	0.124 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.0	8.1
TCGA-06-0178-01A	TCGA-06-0178-01A-01T	[Pending]	3 uL	Total RNA	T	a7d1a23b-f16e-40ab-81f4-37546b074b9d	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0178-01A	TCGA-06-0178-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	eb1ff400-8e30-438b-a69a-9c8fdcf256fd	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0178-10B	TCGA-06-0178-10B-01D	1.89	152.7 uL	DNA	D	22f3e489-75e5-4360-bc3c-ef59aa336205	0.158 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0178-10B	TCGA-06-0178-10B-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	b5fc2af7-52b7-488f-8ac0-2eda251303a9	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0154-01A	TCGA-06-0154-01A-02D	1.90	441.7 uL	DNA	D	69b8981f-2f36-49c1-89db-4e0a4e9d72fc	0.135 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0154-01A	TCGA-06-0154-01A-02R	1.80	11.2 uL	RNA	R	81173ff7-c9ae-40f5-a38b-54ca76471d63	0.174 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	2.0	7.9
TCGA-06-0154-01A	TCGA-06-0154-01A-02T	[Pending]	3 uL	Total RNA	T	4145624d-884c-4ca6-8a67-919252cd85f5	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0154-01A	TCGA-06-0154-01A-02W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	34aa0b76-978d-49d9-8a55-ab29cbd50a17	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0154-01A	TCGA-06-0154-01A-03D	1.91	0 uL	DNA	D	8874ac6f-b3c5-4a61-bf57-42928e789af0	.126 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0154-01A	TCGA-06-0154-01A-03R	1.8	[Not Applicable]	RNA	R	f956a749-ad76-4d23-a291-3261382b49f8	.176 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.8	8.5
TCGA-06-0154-01A	TCGA-06-0154-01A-03T	[Pending]	[Not Applicable]	Total RNA	T	c3041b7d-82bd-4fa3-9597-0c7369acf031	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0154-01A	TCGA-06-0154-01A-03W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	bd7d529f-686f-49b7-9e24-90c154d86756	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0154-10A	TCGA-06-0154-10A-01D	1.90	178.7 uL	DNA	D	0d7a0fb7-9b09-4f95-8257-d0c0f7c959b2	0.156 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0154-10A	TCGA-06-0154-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	d45fbeb1-423a-4980-b750-e35bbe88083d	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0206-01A	TCGA-06-0206-01A-01D	1.86	0 uL	DNA	D	e430a5fe-73bb-4404-90bb-f01c33034fb3	0.169 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0206-01A	TCGA-06-0206-01A-01R	1.81	0 uL	RNA	R	b5506e39-a815-4a5f-bbaa-85364c6582f4	0.136 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.0	8.1
TCGA-06-0206-01A	TCGA-06-0206-01A-01T	[Pending]	0 uL	Total RNA	T	18015a7d-011b-4de4-a3cf-d2bfb55384d5	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0206-01A	TCGA-06-0206-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	ef6e0d17-6851-407f-a710-ad3115a4b950	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0206-10A	TCGA-06-0206-10A-01D	1.83	0 uL	DNA	D	1ddd9478-5f96-462e-8474-004629790e00	0.135 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0206-10A	TCGA-06-0206-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	57df8efe-0a6c-44d6-a65c-3d150921d78f	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0185-01A	TCGA-06-0185-01A-01D	1.89	194.46999999999997 uL	DNA	D	6e1ad0b7-9806-4496-96cb-b82448df2a07	0.166 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0185-01A	TCGA-06-0185-01A-01R	1.81	30.7 uL	RNA	R	cad9e78f-e209-4a00-8074-67ce09354e15	0.147 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	0.8	8.4
TCGA-06-0185-01A	TCGA-06-0185-01A-01T	[Pending]	0 uL	Total RNA	T	723ef993-c508-49e6-a46c-29da9f172369	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0185-01A	TCGA-06-0185-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	31cd59ad-109e-48f6-98e0-cdba70ee9aca	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0185-10B	TCGA-06-0185-10B-01D	1.91	0 uL	DNA	D	163a090e-4f61-487e-a93e-e9bef4bb47d3	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0185-10B	TCGA-06-0185-10B-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	aec132ee-340f-472a-944d-af2492ebe080	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0208-01A	TCGA-06-0208-01A-01D	1.9	311.7 uL	DNA	D	491a2385-8280-4422-a2b8-9e59feda70db	0.19 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0208-01A	TCGA-06-0208-01A-01R	1.80	28.5 uL	RNA	R	1730b7c5-3917-442e-8655-23a1f91255be	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	0.9	8.8
TCGA-06-0208-01A	TCGA-06-0208-01A-01T	[Pending]	27 uL	Total RNA	T	7d4238c2-d409-422b-b547-7766a63b4593	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0208-01A	TCGA-06-0208-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	63f0a5e4-6654-43f4-9aef-fe09f5464255	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0208-01B	TCGA-06-0208-01B-01D	1.9	0 uL	DNA	D	ef3fd608-7bcb-4ed9-8c9c-b94f1ab7181e	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0208-01B	TCGA-06-0208-01B-01R	1.82	[Not Applicable]	RNA	R	a6690713-60e6-4950-b352-f6efd27ad7bf	.148 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1	8.6
TCGA-06-0208-01B	TCGA-06-0208-01B-01T	[Pending]	[Not Applicable]	Total RNA	T	d67295ab-2f51-4121-a150-8be193027118	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0208-01B	TCGA-06-0208-01B-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	1efe594a-51fb-4c8c-8368-aaea763664eb	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0208-10A	TCGA-06-0208-10A-01D	1.89	154.20000000000002 uL	DNA	D	be3d20d7-da0c-4720-a521-f954fdb5b11c	0.143 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0208-10A	TCGA-06-0208-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	fd83bc3e-7077-4e01-b82f-b0956151fc57	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0187-01A	TCGA-06-0187-01A-01D	1.90	143.7 uL	DNA	D	485d06bb-ad19-47ba-8a42-8c68c00dd62c	0.150 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0187-01A	TCGA-06-0187-01A-01R	1.80	72.4 uL	RNA	R	0f97fcf0-a978-4c16-8740-863fd3d41a7d	0.149 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.5	7.7
TCGA-06-0187-01A	TCGA-06-0187-01A-01T	[Pending]	27 uL	Total RNA	T	54dc7337-67a9-4d2a-b6f1-c72ba9b59b8d	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0187-01A	TCGA-06-0187-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	fa794847-1c37-416d-8831-2de68a2db553	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0187-10B	TCGA-06-0187-10B-01D	1.84	144.7 uL	DNA	D	ed875e1d-be10-4fc4-be63-327b2fcbabfb	0.181 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0187-10B	TCGA-06-0187-10B-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	a82bc047-b1ef-4f7a-8023-6be3dfabd8ea	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0167-01A	TCGA-06-0167-01A-01D	1.91	0 uL	DNA	D	8d5be18e-7317-4011-a852-177f6cfa6c76	.144 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0167-01A	TCGA-06-0167-01A-01R	1.82	[Not Applicable]	RNA	R	7a7ec76d-36fb-4c6c-b4eb-6b7642aae81e	.144 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.2	7.4
TCGA-06-0167-01A	TCGA-06-0167-01A-01T	[Pending]	0 mg	Total RNA	T	7582c144-b45f-411c-ac2b-df9970d8ece7	0 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0167-01A	TCGA-06-0167-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	61bae227-f5b8-4cf6-b400-d4e29cc9ec13	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0167-10A	TCGA-06-0167-10A-01D	1.89	0 uL	DNA	D	bf3e3123-0673-4dd9-9096-8111647c3ea0	.179 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0167-10A	TCGA-06-0167-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	56e323a6-7247-4b05-ad71-5d4b292533c2	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0184-01A	TCGA-06-0184-01A-01D	1.89	105.7 uL	DNA	D	fd9439d2-30af-48ec-b799-06c351edb7d6	0.139 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0184-01A	TCGA-06-0184-01A-01R	1.79	6.400000000000006 uL	RNA	R	7df3c4c7-9db6-4954-82b9-cf829eea0662	0.151 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	0.7	8.5
TCGA-06-0184-01A	TCGA-06-0184-01A-01T	[Pending]	44 uL	Total RNA	T	b1920d4f-e7ba-448f-9842-3b59475d68c4	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0184-01A	TCGA-06-0184-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	3d272667-6a91-4fae-b3c1-41bc8dc2ddf7	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0184-10B	TCGA-06-0184-10B-01D	1.89	154.7 uL	DNA	D	ca251a1b-1409-40ff-8e9a-387180397444	0.173 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0184-10B	TCGA-06-0184-10B-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	fa72c219-d082-4b6f-88b0-b09e2291c7bd	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0176-01A	TCGA-06-0176-01A-02D	1.89	28.7 uL	DNA	D	5fcfae85-c175-4cd0-bfa5-1913bb1cae69	0.169 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0176-01A	TCGA-06-0176-01A-02R	1.80	22.5 uL	RNA	R	a6f6667e-4249-4e0d-ba26-e31406483d20	0.174 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.1	8.9
TCGA-06-0176-01A	TCGA-06-0176-01A-02T	[Pending]	11 uL	Total RNA	T	62396210-3c8d-47ed-8b91-ee82afd51c50	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0176-01A	TCGA-06-0176-01A-02W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	fc3ca200-d4ec-478b-b8cc-81e7f0c12f4f	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0176-01A	TCGA-06-0176-01A-03D	1.89	0 uL	DNA	D	67306025-8d58-4148-9da8-717aca160c04	.178 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0176-01A	TCGA-06-0176-01A-03R	1.81	[Not Applicable]	RNA	R	2c888eb9-f7da-4738-8b7f-b088fcda5845	.180 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1	9.3
TCGA-06-0176-01A	TCGA-06-0176-01A-03T	[Pending]	[Not Applicable]	Total RNA	T	40a53f8c-4360-4149-93df-344a59ee5271	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0176-01A	TCGA-06-0176-01A-03W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	fa5a10f7-d786-4ea4-bc99-741b8a8737bf	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0176-10A	TCGA-06-0176-10A-01D	1.88	44.7 uL	DNA	D	6143a4d4-801c-44d0-9cd0-c6d1433ede13	0.243 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0176-10A	TCGA-06-0176-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	6bd7efd0-e7df-4026-bb42-f022c10ade69	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0189-01A	TCGA-06-0189-01A-01D	1.87	377.03 uL	DNA	D	34d5bb07-5ec4-49ec-b148-f88cdf7f4e54	0.190 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0189-01A	TCGA-06-0189-01A-01R	1.82	26.1 uL	RNA	R	14a72dd5-46bf-4e0c-bbb6-43958abe3dbf	0.162 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	0.9	8.2
TCGA-06-0189-01A	TCGA-06-0189-01A-01T	[Pending]	7 uL	Total RNA	T	3e4cd0f8-1472-46b6-b391-05eaa23d93ef	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0189-01A	TCGA-06-0189-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	b235eb60-21c0-45f7-9ee6-489ceac5f6ed	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0189-10A	TCGA-06-0189-10A-01D	1.90	15.7 uL	DNA	D	db0a09b2-7d49-4cc8-a4af-775602465c8a	0.179 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0189-10A	TCGA-06-0189-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	bac186b3-0c87-47be-8b6e-4ec4fa9010b1	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0201-01A	TCGA-06-0201-01A-01D	1.86	0 uL	DNA	D	6e78cc14-f03d-4dd8-a993-8994fc984ee1	0.161 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0201-01A	TCGA-06-0201-01A-01R	1.80	0 uL	RNA	R	61790aec-ab1a-46db-8d73-bff12e7a5c8b	0.133 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.7	8.7
TCGA-06-0201-01A	TCGA-06-0201-01A-01T	[Pending]	0 uL	Total RNA	T	1768a818-7b5e-4be6-847b-2a3bacd6d43f	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0201-01A	TCGA-06-0201-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	dc5ec404-67de-4e6c-a679-7c7801efd15d	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0201-10A	TCGA-06-0201-10A-01D	1.89	0 uL	DNA	D	95abe20c-7c13-4899-9828-6129d8cfd2af	0.144 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0201-10A	TCGA-06-0201-10A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	2b21370b-a1e3-444a-ad84-a8bbae3f6948	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0190-01A	TCGA-06-0190-01A-01D	1.90	86.7 uL	DNA	D	7671a94d-8f46-4d97-8d57-10af4eca3de5	0.152 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0190-01A	TCGA-06-0190-01A-01R	1.81	192.3 uL	RNA	R	404c702c-10a4-4f43-b6b2-cbd0de4d89c1	0.148 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.5	7.2
TCGA-06-0190-01A	TCGA-06-0190-01A-01T	[Pending]	52 uL	Total RNA	T	07c2f64c-d848-4e05-ab1e-d90b534df404	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0190-01A	TCGA-06-0190-01A-01W	[Pending]	0 uL	Repli-G (Qiagen) DNA	W	340dad1f-8bad-4857-a355-9d5d638295ae	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	null	null
TCGA-06-0190-02A	TCGA-06-0190-02A-01D	1.9	0 uL	DNA	D	8b832bd1-f7c6-4096-810a-c57832cf479c	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	Pass	YES	UV Spec	[]	null	null
TCGA-06-0190-02A	TCGA-06-0190-02A-01R	1.8	0 uL	RNA	R	de5045aa-b00d-4660-a662-8df9f4799213	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null	UV Spec	[]	1.2	8
